center16_conf_0_05,center16_conf_0_25,center32_conf_0_05,center32_conf_0_25,dataset,gt_h,gt_max_dim,gt_w,gt_xc,gt_yc,height,image,iou10_conf,iou30_conf,iou30_conf_0_05,iou30_conf_0_25,iou50_conf,iou50_conf_0_05,iou50_conf_0_25,lowconf_center16,lowconf_center32,lowconf_iou10,lowconf_iou30,lowconf_iou50,max_iou,max_iou_conf,model,near16_conf,near32_conf,num_preds_low_conf,one2one_s16_score_center,one2one_s16_score_global_max,one2one_s16_score_local_max3,one2one_s16_score_percentile3,one2one_s4_score_center,one2one_s4_score_global_max,one2one_s4_score_local_max3,one2one_s4_score_percentile3,one2one_s8_score_center,one2one_s8_score_global_max,one2one_s8_score_local_max3,one2one_s8_score_percentile3,session,width
False,False,False,False,fixed_exposure,6.34608,6.34608,5.96736,1812.8447999999999,1252.35072,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000107.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.040104810148477554,p2_no_p5,0.0,0.0,15,1.129307491964937e-08,1.705216959635436e-06,4.2772558828119145e-08,81.57793209876543,1.3152694009477273e-06,0.040104810148477554,6.021711214998504e-06,98.0613425925926,1.0614372314421416e-07,8.961487765191123e-06,1.5011850962309836e-07,98.52912808641975,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.6268,5.6268,5.1072,1791.64416,1349.1014400000001,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000113.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.024662017822265625,p2_no_p5,0.0,0.0,15,5.5687387146008405e-08,2.2795800305175362e-06,5.5687387146008405e-08,91.89814814814815,5.092375090498535e-07,0.024662017822265625,6.7594255597214215e-06,98.23374807098766,4.823617771876343e-08,8.679439815750811e-06,7.968773729771783e-08,95.1147762345679,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.2748,6.2748,5.76768,1786.7712000000001,1369.3039199999998,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000114.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.02546505443751812,p2_no_p5,0.0,0.0,16,6.009000230733363e-08,1.0205927765127853e-06,6.009000230733363e-08,94.1358024691358,1.3763190054305596e-06,0.02546505257487297,2.451549107718165e-06,93.88503086419753,9.624908869909632e-08,3.8099524317658506e-06,9.624908869909632e-08,96.44579475308642,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.836399999999999,6.836399999999999,6.42048,1780.1510400000002,1413.15408,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000116.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.017568904906511307,p2_no_p5,0.0,0.0,15,5.370060662812648e-08,1.3446968978314544e-06,5.370060662812648e-08,91.18441358024691,1.1616427855187794e-06,0.017568906769156456,1.5838401168366545e-06,90.10054976851852,1.1711603242758883e-08,5.219443210080499e-06,6.325547019514488e-08,92.80478395061729,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.75856,5.75856,5.54496,1776.66048,1419.98184,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000117.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.02694052830338478,p2_no_p5,0.0,0.0,18,3.181995467116394e-08,2.304294184796163e-06,5.3651774578611366e-08,90.93364197530865,7.897521214772496e-08,0.02694052830338478,7.472934157704003e-06,98.36877893518519,1.2975511332058431e-08,1.4975282283558045e-05,7.925724787583022e-08,95.26427469135803,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.108479999999999,6.108479999999999,5.98272,1772.65152,1401.6456,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000118.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.019077034667134285,p2_no_p5,0.0,0.0,14,3.098907797038919e-08,8.751983386900974e-07,5.477699360767474e-08,92.1875,1.8046854393105605e-06,0.019077036529779434,2.76044602287584e-06,94.99662422839506,1.0171670083991557e-07,1.982737194339279e-05,1.0171670083991557e-07,96.72067901234568,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.1776,6.1776,5.65248,1770.0672,1385.44128,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000119.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.03563013672828674,p2_no_p5,0.0,0.0,14,3.2953998641005455e-08,2.637167881403002e-06,5.031674277233833e-08,88.4645061728395,1.5689015526731964e-06,0.03563013672828674,6.4907649175438564e-06,98.2566550925926,2.6522146256979795e-08,2.439105401208508e-06,8.289423192309187e-08,95.39930555555556,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,6.14952,6.15168,6.15168,1767.40608,1374.14232,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000120.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.04237113893032074,p2_no_p5,0.0,0.0,19,2.858018888218794e-08,2.8973838652746053e-06,6.264206575679054e-08,95.1195987654321,8.282862040687178e-07,0.04237113893032074,8.319180778926238e-06,98.65692515432099,3.680760229940461e-08,5.889039130124729e-06,7.892446518553697e-08,94.82542438271605,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,4.8924,4.8924,4.8768,1764.26112,1359.3765600000002,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000121.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.04093620926141739,p2_no_p5,0.0,0.0,17,2.4449754221222975e-08,2.72613215202e-06,6.051337209100893e-08,94.42515432098766,1.40589054353768e-06,0.04093621298670769,6.291486442933092e-06,98.13368055555556,6.256050966158e-08,2.339413003937807e-05,6.256050966158e-08,92.2019675925926,20260707_141324_cam1,3840
False,False,False,False,fixed_exposure,5.76072,5.9904,5.9904,1760.6976,1347.3626399999998,2160,tools/yolo/workspace/runs/fixed_exposure_traditional_roi_3000_20260707/images/raw_fixed/fixed__20260707_141324_cam1_frame_000122.jpg,0.0,0.0,False,False,0.0,False,False,False,False,False,False,False,0.0,0.039297331124544144,p2_no_p5,0.0,0.0,17,2.3626569145562826e-08,1.5077508805916295e-06,5.773885547455393e-08,93.42206790123457,4.919594731589427e-10,0.039297331124544144,1.2122924090363085e-05,99.17052469135803,7.99501709281003e-09,3.6206913591740886e-06,7.870739437976226e-08,94.66145833333334,20260707_141324_cam1,3840
